doc_id,title,text
1,UP,"Yo quiero una Costa Rica donde se pueda vivir en paz y donde se pueda invertir con conﬁanza, con estabilidad, con reglas claras y condiciones reales para crecer, para generar empleo apoyando a los que mueven la economía de verdad, los emprendedores, las pymes, los trabajadores independientes. A ustedes les digo hoy: los reconozco, los respeto y los voy"
1,UP,"EL SIGUIENTE PASO a respaldar. Ya es hora de que el Estado deje de castigar y empiece a acompañar. Vamos a construir una ruta de formalización que permita crecer, no que asﬁxie."
1,UP,"Y en educación, no más promesas vacías. No más jóvenes estafados con títulos que no abren puertas. Vamos a enseñar para la vida, para el trabajo, para el futuro. Formación técnica, inglés, tecnología y habilidades desde la escuela."
1,UP,"Hoy los invito a caminar juntos esta ruta con decisión, con inteligencia y con valentía. Este es el momento. Este es el llamado."
1,UP,Este siguiente paso exige convicciones ﬁrmes y la determinación de verdaderos patriotas.
1,UP,"Salgamos de aquí a conquistar la conﬁanza del voto con la fuerza encendida, con una campaña ganadora, que le devuelva a Costa Rica el poder de creer en sí misma, porque francamente creo que mejor es posible, y estoy decidida a demostrarlo."
1,UP,"Costa Rica vive hoy su momento más crítico en materia de seguridad. Por primera vez en nuestra historia reciente, la inseguridad ha superado a la economía como la principal preocupación de la ciudadanía. El aumento de homicidios, la expansión del narcotráﬁco en comunidades, los robos, las extorsiones a comerciantes y la sensación permanente de miedo, han puesto a prueba la conﬁanza en las instituciones y la capacidad de respuesta del Estado. El gran reto de nuestra generación es devolverles a las familias la libertad de vivir sin miedo."
1,UP,"Reconozco que nuestro sistema judicial requiere reformas profundas, pero debemos asumir que cuando la justicia actúa, es porque la seguridad ya falló. La seguridad no consiste únicamente en juzgar delitos cometidos, sino en impedir que sucedan. Y ese será el eje central de nuestra acción, tenemos que anticiparnos, prevenir y cortar de raíz el avance del crimen."
1,UP,"Nuestra visión se sostiene sobre tres principios simples y contundentes: presencia, castigo y prevención."
1,UP,"• Presencia: el Estado volverá a mandar en las calles, en los barrios, en las fronteras y"
1,UP,"• Castigo: quien delinca enfrentará consecuencias reales, rápidas y proporcionales,"
1,UP,"• Prevención: nos centraremos en atacar las causas estructurales de la violencia, en los puertos, con una policía cercana, equipada y respaldada. gracias a policías mejor capacitados para recabar pruebas y sostener procesos sólidos, entre otros aspectos. priorizando la intervención temprana y el fortalecimiento de oportunidades para los grupos más vulnerables, especialmente los jóvenes en riesgo.."
1,UP,"Costa Rica volverá a ser un país donde los que hacen lo correcto vivan sin miedo y los que delinquen enfrenten las consecuencias de sus actos. En mi propuesta de seguridad no hay espacio para privilegios ni premios a los criminales. A quienes todavía no han cruzado la línea de la ilegalidad, les vamos a dar respaldo, oportunidades y acompañamiento real. Pero a los que eligieron el camino del delito, les caerá toda la fuerza del Estado, con ﬁrmeza."
1,UP,"La Política Nacional de Seguridad se construye sobre evidencia cientíﬁca, participación multisectorial e indicadores veriﬁcables. No será un documento decorativo, sino una estrategia viva y medible. Su diseño y ejecución involucrarán a todas las fuerzas del país, instituciones del Estado, gobiernos locales, sector privado, academia y sociedad civil organizada."
1,UP,"Cada acción estará respaldada por indicadores claros, transparentes y públicos, que permitan medir avances, identiﬁcar rezagos y corregir desviaciones a tiempo. La implementación y el seguimiento estarán bajo la rectoría directa de la Presidencia de la República, garantizando el más alto nivel de compromiso político e institucional. Así aseguramos que esta política no dependa de la voluntad de un ministerio o de una administración, sino que se convierta en un compromiso de Estado con la seguridad ciudadana."
1,UP,"La primera línea de defensa de la seguridad ciudadana es la policía. Hoy enfrentamos un cuerpo desgastado, con déﬁcit de personal, delegaciones deterioradas y una ciudadanía que, muchas veces, siente que el Estado está ausente en sus barrios. Recuperar la conﬁanza pasa por digniﬁcar, modernizar y acercar a las policías, para que cada comunidad vuelva a sentir la presencia real del Estado."
1,UP,1. Control territorial ﬁrme y recuperación de zonas vulneradas: La presencia policial
1,UP,2. Ciberseguridad nacional robusta: Se robustecerán los centros de operaciones de
1,UP,"3. Policía profesional, digniﬁcada y protegida: La calidad de la seguridad depende será constante, cercana y disuasiva. El Estado retomará el mando en comunidades dominadas por el crimen organizado mediante operaciones sostenidas, con capacidad para permanecer en el territorio hasta restablecer el orden. Esto implicará la neutralización de cabecillas, el desmantelamiento de economías ilegales y, en paralelo, intervenir de forma integral con la inversión social focalizada que devuelva oportunidades a las familias. La estrategia será recuperar la conﬁanza ciudadana y garantizar que ningún barrio quede bajo control de las bandas. ciberseguridad (SOC), con capacidad de prevención, investigación y neutralización de amenazas en línea. La Policía asumirá un rol activo en la educación digital de la ciudadanía, para que cada persona sea la primera barrera frente a estafas, fraudes, acoso cibernético y explotación en internet. El crimen digital golpea a familias, comercios e instituciones, y en nuestro gobierno será enfrentado con la misma seriedad, recursos y contundencia que el crimen en las calles. directamente de la calidad de vida de quienes la ejercen. La Policía es la primera línea de defensa de la ciudadanía y merece un respaldo real. Un oﬁcial que se siente protegido, respetado y orgulloso de portar el uniforme es mucho más difícil de corromper y mucho más fuerte para enfrentar al crimen organizado. Por eso proponemos:"
1,UP,"4. Infraestructura policial: Hablar de más policías es necesario, pero también lo es"
1,UP,"Garantizaremos la seguridad nacional mediante un control integral de fronteras terrestres, marítimas y aéreas, impidiendo el ingreso y tránsito de actividades ilícitas que amenacen a la población y al país. Para lograrlo, se implementan acciones coordinadas y tecnologías de punta que permiten una vigilancia constante y una respuesta rápida ante cualquier incidente."
1,UP,1. Creación de un comando integrado y operaciones conjuntas 24/7: en donde exista
1,UP,2. Fortalecimiento del control migratorio:Implementaremos procedimientos más
1,UP,"• Formación continua y desarrollo profesional. Cada oﬁcial recibirá capacitación permanente en criminalística básica, recolección de pruebas, derechos humanos, uso de nuevas tecnologías, entre otros. Además, impulsaremos convenios con universidades e institutos para que los policías puedan cursar una carrera mientras desarrollan su labor, construyendo así un cuerpo policial más preparado y con mayores oportunidades de crecimiento personal. • Equipamiento moderno y disponible. Un chaleco antibalas vencido es inaceptable. El equipamiento será moderno, adecuado y accesible para todos los cuerpos policiales. Se implementará un plan nacional de recuperación y sustitución de patrullas, motos y equipo de movilidad, incluyendo bicicletas eléctricas para patrullajes en zonas especíﬁcas. Donde haya una necesidad de seguridad, habrá un oﬁcial con las herramientas necesarias para responder. • Bienestar integral y condiciones justas. El salario, aunque esencial, no es suﬁciente. Impulsaremos un plan de beneﬁcios para los policías, en alianza con la empresa privada, que convierta el carnet policial en un símbolo de respeto y reconocimiento. Esto incluirá descuentos en supermercados, recreación, deporte, entretenimiento, educación y servicios básicos para ellos y sus familias. reconocer en qué condiciones trabajan los que ya tenemos. La infraestructura policial no es un detalle menor, porque una estación segura, limpia, bien iluminada y equipada transforma la forma en que se sirve al país."
1,UP,"Nuestro compromiso es renovar y poner a tono las estaciones actuales y construir nuevos puestos de control donde sean necesarios, con un diseño que responda a las exigencias de la seguridad moderna. Se trata de una inversión estructural y sostenida que asegure instalaciones seguras, funcionales y equipadas con tecnología."
1,UP,"La dignidad policial empieza en el lugar de trabajo. No más delegaciones sucias, viejas y deterioradas que avergüenzan a los oﬁciales y desalientan a la comunidad. Cada estación debe ser un espacio que invite a trabajar con orgullo y que reﬂeje la misión de la Policía. una coordinación eﬁciente entre la policía de control de drogas (PCD), Guardacostas, Vigilancia Aérea, Fuerza Pública y Policía de Fronteras para una respuesta rápida ante cualquier amenaza o actividad ilícita, tanto en el Caribe como en el Pacíﬁco. Para ello es necesario tener una base aérea en cada costa integrada a las operaciones conjuntas que se desplegaran en todo el territorio. rigurosos y sistematizados para garantizar un tránsito seguro y controlado."
1,UP,3. Recuperación de espacios públicos y control territorial: devolveremos la seguridad
1,UP,"Costa Rica tiene pleno derecho a decidir quién entra, quién se queda y quién se va. Decirlo con claridad no es odio, es ejercer soberanía y proteger a nuestra gente. Migrar no es un delito, miles de costarricenses han buscado legítimamente una vida mejor fuera del país. Pero abrir las puertas sin control, permitir ocupaciones ilegales y mirar hacia otro lado mientras barrios enteros se deterioran, ha sido un error que hoy pagamos caro."
1,UP,"Nuestro país no puede convertirse en refugio de delincuentes ni en plataforma del crimen transnacional. No vamos a permitir que nos utilicen como basurero social de otros Estados. Quien venga a delinquir, con antecedentes criminales o con prácticas que atenten contra la seguridad y la convivencia, se irá de inmediato. Costa Rica tiene límites y en mi gobierno se van a hacer respetar."
1,UP,"Migración ordenada signiﬁca también respeto a nuestra cultura y a nuestros recursos. No más criminales que extorsionan comerciantes y que imponen dinámicas criminales. Por eso seremos claros y estrictos en el cumplimiento de la ley de migración y extranjería; quien viene a trabajar, a respetar la ley y a aportar, será siempre bienvenido, pero quien elija el camino del delito, la explotación o el abuso, se irá. y conﬁanza ciudadana en parques, plazas, calles y zonas de convivencia, mediante presencia policial efectiva, intervención integral y participación comunitaria. Es necesario que la policía se vea cercana. Identiﬁcar y priorizar las áreas críticas; patrullajes visibles y sostenidos a pie, en bicicleta, motorizados, vehículos, apoyo aéreo y con drones; y desplegaremos puestos móviles y módulos de atención inmediata. Estas acciones se complementarán con operativos conjuntos interinstitucionales (control de armas y drogas, desarticulación de grupos delictivos, puntos de control móviles) y con el uso de tecnología avanzada (cámaras de vigilancia con analítica de video, sistemas de comando y control para respuesta en tiempo real)."
1,UP,"Paralelamente, coordinaremos con municipalidades, asociaciones de desarrollo, la Dirección Nacional de Desarrollo de la Comunidad (DINADECO) y líderes comunitarios"
1,UP,4. Intervención en cuarterías ilegales: En numerosos cantones del país las cuarterías
1,UP,5. Escáneres y perﬁlamiento en puntos de ingreso: Fortaleceremos la detección de
1,UP,"6. Patrullaje marítimo permanente y control en marinas y muelles: Presencia continua para mejorar los espacios públicos, la iluminación, limpieza, señalización y realizar actividades sociales que eviten la reocupación de los espacios recuperados. Promoveremos programas preventivos de deporte, cultura y emprendimiento juvenil en esos lugares."
1,UP,"Con esta combinación de control territorial, prevención social y tecnología, se espera reducir de forma sostenida los delitos en espacios públicos, aumentar la percepción de seguridad, limitar la inﬂuencia del crimen organizado y fortalecer la convivencia comunitaria. ilegales sirven como refugio temporal para actividades ilícitas y se han multiplicado sin control. En esos espacios se incuban la inseguridad, el microtráﬁco, la trata de personas y la violencia, mientras los vecinos, los comerciantes y los visitantes quedan desprotegidos."
1,UP,"No podemos seguir escudándonos en un falso discurso de derechos humanos para justiﬁcar la inacción. Defender derechos no es permitir que el crimen se apropie de nuestro territorio. Por querer quedar bien con unos pocos, estamos traicionando el sentido común y debilitando la paz que comunidades enteras construyeron durante generaciones. Por eso impulsaremos un plan de abordaje integral en coordinación con las municipalidades, el Cuerpo de Bomberos y Ministerio de Salud porque ejercer soberanía sobre nuestro territorio es un derecho, un deber y un acto de respeto por Costa Rica y por nuestra gente. personas y mercancías de riesgo en fronteras y aeropuertos. en puntos estratégicos para prevenir el ingreso y tránsito de actividades ilícitas."
1,UP,"Nuestro mar es once veces más grande que el territorio terrestre, pero sigue siendo la frontera más desprotegida de Costa Rica. Recuperar el control territorial marítimo será una prioridad estratégica para garantizar soberanía, seguridad y desarrollo sostenible."
1,UP,"Costa Rica no puede permitir que ﬂotas extranjeras sigan depredando nuestros recursos mediante pesca ilegal, ni que el narcotráﬁco, el contrabando y la trata de personas utilicen nuestras aguas como corredores de impunidad. Proteger el mar es proteger a nuestras comunidades costeras y aﬁrmar la autoridad del Estado en todo su territorio."
1,UP,"Defender nuestros mares es también defender el trabajo de los pescadores, impulsar la economía azul y proyectar la imagen de Costa Rica como un país que protege sus recursos, su gente y su futuro."
1,UP,"7. Nuestro mar es once veces más grande que el territorio terrestre, pero sigue siendo"
1,UP,8. Costa Rica no puede permitir que ﬂotas extranjeras sigan depredando nuestros
1,UP,"9. Defender nuestros mares es también defender el trabajo de los pescadores,"
1,UP,"10. Radares activos, patrullaje aéreo y control de pistas clandestinas: Supervisión"
1,UP,"11. Operativos contra contrabando, armas y rutas del narcotráﬁco: Acciones coordinadas"
1,UP,"12. Fortalecimiento de los cuerpos policiales de Fronteras, Guardacostas, Migración,"
1,UP,"La seguridad no se gana solo con patrullas y cárceles, también se construye atacando las causas y los entornos que alimentan la violencia. El eje de prevención inteligente busca detectar riesgos a tiempo, contener con presencia cercana y abrir oportunidades reales para que nuestros jóvenes nunca crucen la línea del delito."
1,UP,"1. Prevención social estructurada desde la niñez y juventud: El crimen organizado ha la frontera más desprotegida de Costa Rica. Recuperar el control territorial marítimo será una prioridad estratégica para garantizar soberanía, seguridad y desarrollo sostenible. recursos mediante pesca ilegal, pero sigue siendo la frontera más desprotegida de Costa Rica. Recuperar el controlni que el narcotráﬁco, el contrabando y la trata de personas utilicen nuestras aguas como corredores de impunidad. Proteger el mar es proteger a nuestras comunidades costeras y aﬁrmar la autoridad del Estado en todo su territorio. impulsar la economía azul y proyectar la imagen de Costa Rica como un país que protege sus recursos, su gente y su futuro. constante de áreas vulnerables para evitar el uso de rutas no autorizadas. que aseguran resultados concretos en la lucha contra el crimen organizado."
1,UP,"Tránsito, Policía Fiscal, Policía Penitenciaria y Guardaparques: mediante recursos tecnológicos y operativos para lograr una efectividad en el accionar de estos cuerpos de policía."
1,UP,"Debemos ampliar su capacidad operativa con recursos, tecnología satelital, radares, drones de vigilancia y sistemas de monitoreo en tiempo real. Esta modernización se complementará con cooperación internacional regulada y transparente, para detectar y neutralizar operaciones criminales antes de que amenacen nuestras fronteras y costas. encontrado en la juventud su fuente de reclutamiento. La respuesta del Estado será cerrar esa tubería desde el origen, ofreciendo a niños y adolescentes un camino real de oportunidades que sustituya al delito por educación, cultura y empleo digno."
1,UP,"• Escuela segura y con alertas tempranas • Trabajo articulado con el MEP y las municipalidades para detectar y atender ausentismo, deserción y señales de riesgo en tiempo real. • Duplas psicosociales MEP–Salud reforzadas para acompañar a estudiantes"
1,UP,2. Recuperación de espacios públicos en coordinación con las municipalidades: La vulnerables y activar rutas inmediatas de apoyo emocional y refuerzo académico.
1,UP,"• Cultura y habilidades del futuro. • Programas de música, arte urbano, danza y deporte como alternativas de desarrollo y expresión. • Clubes de robótica, programación y alfabetización digital, con enfoque en habilidades del siglo XXI. • Estrategias de prevención del ciberacoso y grooming, para proteger a los jóvenes también en entornos digitales."
1,UP,"• Inserción de jóvenes en riesgo: Este programa ofrecerá a los jóvenes en comunidades vulnerables formación técnica, certiﬁcada y de calidad, con rutas claras hacia el empleo formal. Se implementará en coordinación entre el Ministerio de Seguridad Pública (MSP), el Instituto Nacional de Aprendizaje (INA), el Ministerio de Educación Pública (MEP), el Ministerio de Justicia y Paz y el sector privado, que será aliado fundamental en la apertura de cupos de aprendizaje y contratación."
1,UP,La estrategia incluirá:
1,UP,"• Rutas rápidas de capacitación técnica en sectores productivos estratégicos como comercio, transporte, construcción, logística, tecnologías digitales, turismo y oﬁcios especializados. • Convenios con empresas para asegurar pasantías, prácticas supervisadas y primer empleo garantizado. • Acompañamiento psicosocial y mentoría, para apoyar a los jóvenes en la transición hacia el trabajo formal y reducir la deserción. • Bolsa nacional de empleo juvenil conectada al INA y al sector empresarial para dar trazabilidad a cada caso. seguridad no se limita a la presencia policial, también se fortalece en los espacios donde la ciudadanía convive, se organiza y crea comunidad. Parques, plazas, canchas, bulevares y barrios son escenarios decisivos en la prevención del delito. Cuando están abandonados, mal iluminados o dominados por el miedo, se convierten en terreno fértil para la violencia y el crimen. Pero cuando están vivos, cuidados y apropiados por la gente, se transforman en una red natural de protección social.."
1,UP,La recuperación de los espacios públicos será un antídoto contra la inseguridad y el
1,UP,"La seguridad del territorio no se legisla, se ejerce. Y ese poder recae en la Presidencia de la República. El control del territorio, la inteligencia y el mando de Fuerza Pública, Migración, Guardacostas y la DIS se lideran con ﬁrmeza desde la cabeza del Estado."
1,UP,"Para garantizar la ejecución efectiva de la Política Nacional de Seguridad, proponemos una ejecución moderna, coherente y coordinada, articule a todas las entidades responsables de la seguridad ciudadana. Esta estructura combina liderazgo político ﬁrme, capacidad operativa especializada y participación activa de la ciudadanía."
1,UP,1. Consejo Nacional de Seguridad Pública (CNS): El Consejo Nacional de Seguridad
1,UP,"2. Implementación y aprovechamiento del C-5: El C-5 se consolidará como el revitalización urbana y comunitaria, que incluirá:"
1,UP,"• Infraestructura urbana digna y segura: iluminación adecuada, mobiliario urbano funcional y espacios deportivos y recreativos en buen estado. • Activación cultural y deportiva: ferias, festivales, torneos y actividades artísticas que devuelvan la vida a los barrios. • Participación ciudadana: comités locales de seguridad y convivencia que trabajen junto a las municipalidades en el mantenimiento y sostenibilidad de los espacios. • Alianzas público-privadas para ﬁnanciar y mantener proyectos de recuperación urbana y comunitaria."
1,UP,"Pública se mantendrá activo y permanente. Este espacio es la máxima instancia de dirección y evaluación de la estrategia nacional de seguridad, asegurando que las decisiones respondan a una visión integral y estén acompañadas de capacidad de ejecución real."
1,UP,"La coordinación estará a cargo de la Presidente de la República y del Ministro de Seguridad, garantizando que las decisiones no se diluyan entre instituciones ni se pierda tiempo en trámites burocráticos. En este esfuerzo nacional, nadie trabaja solo y nadie descansa hasta que Costa Rica recupere el control pleno de su seguridad. cerebro tecnológico de la seguridad nacional. Este centro permitirá georreferenciar llamadas al 9-1-1, gestionar y dirigir en tiempo real cámaras de vigilancia y semáforos inteligentes, identiﬁcar de manera inmediata a personas con órdenes de captura y desplegar recursos policiales con rapidez y precisión en cualquier punto del país."
1,UP,"Su capacidad será ampliada con el uso de inteligencia artiﬁcial, más cámaras, drones, sistemas de geolocalización y herramientas de análisis predictivo, lo que lo convertirá en el verdadero centro estratégico de mando y coordinación operativa. Desde el C-5, las instituciones de seguridad trabajarán bajo un mismo sistema, evitando duplicidades y mejorando la eﬁciencia en la respuesta."
1,UP,"Con esta modernización, Costa Rica contará con una plataforma tecnológica de nivel internacional, que permitirá anticiparse al delito, actuar con inmediatez y recuperar el control en las zonas más vulnerables."
1,UP,3. Mesa Operativa con Fiscalía y Poder Judicial: Se establecerá una mesa operativa
1,UP,4. Inteligencia criminal integrada y estratégica: El crimen organizado se anticipa y
1,UP,"5. La mega cárcel: Apoyamos la construcción de la mega cárcel, pero no como una vitrina permanente entre la Fiscalía, el Poder Judicial y el Ministerio de Seguridad, con reuniones cada semana para dar seguimiento a los casos prioritarios."
1,UP,"Aquí nadie trabaja solo. Todas las instituciones involucradas deben actuar como un mismo cuerpo para devolverle a la gente la tranquilidad. La prioridad será garantizar que las víctimas reciban justicia efectiva, reparación integral y la certeza de que los hechos no se repetirán. se adapta rápidamente, por eso el Estado debe estar siempre un paso adelante. Se establecerá un sistema uniﬁcado de inteligencia criminal, que articule de manera efectiva las capacidades de investigación criminal, ﬁnanciera, digital y prospectiva, eliminando duplicidades y vacíos entre instituciones."
1,UP,"La inteligencia integrada será el cerebro estratégico de la seguridad nacional, permitiendo decisiones basadas en evidencia, respuestas más rápidas y operaciones con mayor contundencia contra el crimen organizado. para exhibir privados de libertad, sino como un verdadero centro de control, disciplina y corrección. Desde la Presidencia vamos a introducir los ajustes necesarios para que esta inversión represente un cambio real en la política penitenciaria del país. Su eje diferenciador será la implementación del trabajo obligatorio, porque quien delinquió"
1,UP,"Costa Rica construyó con orgullo la Caja Costarricense de Seguro Social (CCSS) y un modelo solidario que, durante décadas, garantizó cobertura y generó conﬁanza ciudadana. Sin embargo, hoy ese modelo está en crisis permanente, con listas de espera interminables, hospitales que trabajan al límite, personal agotado. A esto se suman los escándalos de corrupción y una gestión opaca que desgastan la credibilidad de la institución. Los pacientes sienten que la Caja se convirtió en un viacrucis, y los emprendedores la perciben más como un castigo, como una carga injusta, no como un respaldo."
1,UP,"El sistema de salud tiene que reconocer que la realidad del país cambió. No basta con parches ni con discursos; se necesita visión para modernizar, ﬁrmeza para ordenar las ﬁnanzas y sentido común para devolver dignidad tanto al paciente como al personal de salud."
1,UP,"Que vuelva a ser motivo de orgullo nacional y que asegure a cada costarricense atención oportuna y de calidad, sin importar dónde viva ni cuánto gane."
1,UP,"Lo que les propongo en este capítulo no es un sueño imposible, sino una ruta viable que exige trabajar en conjunto. La Caja es una institución autónoma, y no se transforma con decretos ni con leyes mágicas. Pero tampoco es aceptable pedirle a la gente que necesita atención urgente que espere años a que la política se ponga de acuerdo."
1,UP,"La única forma de avanzar es trabajando de la mano con la junta directiva, las gerencias y el personal de salud, pero, sobre todo, nombrando un presidente ejecutivo que sepa lo que hace. Alguien con conocimiento real del sistema, con criterio técnico y experiencia comprobada, no un aprendiz, no un improvisador, no un teórico que llega con recetas de laboratorio que suenan bien en conferencias pero que hunden a la Caja en la inviabilidad operativa y ﬁnanciera."
1,UP,"Costa Rica necesita un liderazgo en la CCSS que inspire respeto, que sepa tomar decisiones difíciles y que tenga la capacidad de ordenar la institución sin perder de vista lo más importante, que la salud es para servir a las personas, no para enredarlas en un sistema que hoy desespera más de lo que alivia."
1,UP,"El mayor símbolo de la crisis de la Caja son las listas de espera interminables. Hoy miles de costarricenses esperan meses, e incluso años, por una cirugía, un examen diagnóstico o una simple consulta especializada. Estas listas que crecen sin control son la manifestación más clara de un sistema que perdió capacidad de respuesta, que desaprovecha infraestructura y talento humano, y que obliga al paciente a pagar con dolor, deterioro y desesperación la ineﬁciencia de la gestión."
1,UP,"Este problema no admite excusas ni postergaciones. No se resuelve con promesas a largo plazo ni con titulares de prensa; se resuelve con acciones inmediatas y medibles que devuelvan capacidad al sistema, conﬁanza a la gente y que demuestren que la Caja puede volver a ser ágil y eﬁciente."
1,UP,"Reducir las listas de espera es un acto de justicia y dignidad hacia los pacientes, pero es también un imperativo económico; cada día de atraso cuesta al país millones de colones en incapacidades, pérdida de productividad y gasto duplicado en atenciones que pudieron resolverse a tiempo. Una cirugía retrasada signiﬁca un trabajador meses fuera de su empleo; un diagnóstico tardío puede ser la diferencia entre un tratamiento curable y un desenlace fatal."
1,UP,• Jornadas de producción: vamos a extender los horarios de atención de 4:00 p.m.
1,UP,• Convenios con especialistas privados: mientras recuperamos la capacidad interna
1,UP,• Aumentaremos la capacidad instalada de los hospitales nacionales: iniciaremos
1,UP,• Tele-radiología: uno de los mayores cuellos de botella está en la interpretación de
1,UP,"El primer nivel de atención debe ser la puerta de entrada al sistema de salud y el lugar donde se resuelve la gran mayoría de consultas. Un primer nivel débil signiﬁca que la salud llega tarde. Un primer nivel fuerte, en cambio, permite resolver a tiempo las enfermedades comunes, controlar las crónicas, educar en hábitos saludables y evitar que la gente termine en emergencias por problemas que pudieron tratarse en la comunidad."
1,UP,"A esto se suma que los horarios de atención son rígidos, poco compatibles con la vida laboral de las personas, lo que hace que muchos ciudadanos preﬁeran ir directo a un servicio de emergencias en lugar de esperar una cita en su EBAIS. Por eso es urgente que los EBAIS recuperen su papel central en la salud preventiva y comunitaria. Que deben a 10:00 p.m. y eventualmente de 10:00 p.m. a 6:00 a.m., con el objetivo de realizar cirugías de baja complejidad, lo que reduce el costo. Esto incluye especialidades como: cirugía general, vascular periférico, otorrinolaringólogo, oftalmología, ortopedia y cardiología con la rebasada lista de cateterismos. Además incluiremos procedimientos diagnósticos de cardiología: ecocardiogramas, electrocardiogramas y pruebas de esfuerzo, gastroenterología y radiología (imágenes diagnósticas) y por último consulta externa. De esa manera seremos eﬁcientes y eﬁcaces en la utilización de infraestructura, equipo tecnológico e insumos."
1,UP,"Por otra parte, pagaremos al personal (no solo al médico) por metas cumplidas, no por horas pasadas en el hospital. Esto signiﬁca que si un equipo médico realiza 30 ultrasonidos en una jornada, se le pagará en función de esa productividad. Así se incentiva a que el que más atienda —y lo haga bien—, más gana. Se acabará el mito de que todos reciben lo mismo, produzcan o no. Estas jornadas se llevarán a cabo en todas las regiones del país. de la Caja, haremos alianzas inteligentes con especialistas privados para que usen los quirófanos y equipos de la CCSS. Así se atienden más pacientes con un costo mucho menor que si fueran enviados a hospitales privados. Esto permite aprovechar al máximo la infraestructura pública y al mismo tiempo dar un alivio inmediato a quienes no pueden seguir esperando. la transición de todas las cirugías ambulatorias de los hospitales nacionales a los hospitales regionales. De esta manera, daremos prioridad a la atención de casos más complejos. exámenes como tomografías, resonancias o rayos X. Hoy muchos de estos estudios se quedan semanas sin ser revisados por falta de especialistas, y eso obliga a suspender procedimientos. Con tele-radiología, esas imágenes viajarán en segundos a centros de interpretación, garantizando que el paciente tenga un diagnóstico en horas."
1,UP,"EL SIGUIENTE PASO dejar de ser ventanillas de referencia para convertirse en verdaderos centros de resolución y acompañamiento, trabajando de la mano con municipalidades, escuelas, asociaciones de desarrollo y organizaciones locales. De esa forma, no solo atenderán, sino que también educarán en hábitos saludables y ayudarán a combatir las enfermedades que más afectan a los costarricenses, como diabetes, hipertensión, cardiopatías, obesidad y problemas de salud mental."
1,UP,"En otras palabras, si logramos que el EBAIS vuelva a ser la primera línea de atención real, no solo mejoramos la salud de las personas, sino que también devolvemos eﬁciencia, humanidad y conﬁanza al sistema."
1,UP,• Consultorios de morbilidad: promoveremos la creación de consultorios de morbilidad
1,UP,• Reclasiﬁcación de áreas de salud: el sistema se reorganizará según la complejidad de
1,UP,• Formación en medicina familiar y comunitaria: se fortalecerá esta especialidad
1,UP,• Más poder resolutivo a los médicos de EBAIS: se implementará un programa de
1,UP,• Visita domiciliaria a cargo de la CCSS: se actualizará el perﬁl ocupacional de los
1,UP,"• Atención grupal a pacientes crónicos: los diabéticos, hipertensos y pacientes con"
